StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q12,Q13,Q14,Q15 
2021-10-13 17:02:09,2021-10-13 17:03:22,IP Address,100,73,True,2021-10-13 17:03:23,R_1MYaGOUYRG3LOCb,anonymous,EN,I consent to participate in this survey.,Agree,Agree,Yes,Agree,Agree,Neither agree or disagree,Agree,Strongly agree,Neither agree or disagree,Junior,L&S Undeclared/Undecided on Major,Nonbinary,Chicanx/Latinx,In state student,Democratic Party
2021-10-13 17:03:32,2021-10-13 17:03:56,IP Address,100,23,True,2021-10-13 17:03:56,R_1pL72RYTwJxjK6a,anonymous,EN,I consent to participate in this survey.,Strongly agree,Agree,No,Neither agree or disagree,Agree,Disagree,Neither agree or disagree,Agree,Disagree,Freshman,College of Environmental Design,Male,Asian,Out of state student,Democratic Party
2021-10-13 17:03:02,2021-10-13 17:04:25,IP Address,100,83,True,2021-10-13 17:04:27,R_3nrBW0qor0MT9Kc,anonymous,EN,I consent to participate in this survey.,Strongly agree,Disagree,No,Strongly agree,Strongly agree,Disagree,Strongly agree,Disagree,Neither agree or disagree,Senior/5th year+,"L&S Administered Programs (e.g., Social welfare, Public Health, Legal Studies, Computer Science)",Female,Decline to State,In state student,Undecided
2021-10-13 17:05:40,2021-10-13 17:07:11,IP Address,100,90,True,2021-10-13 17:07:11,R_3qDMqeNSSGPUy5w,anonymous,EN,I consent to participate in this survey.,Strongly agree,Agree,No,Agree,Strongly disagree,Disagree,Strongly agree,Neither agree or disagree,Agree,Sophomore,L&S Undeclared/Undecided on Major,Female,White,In state student,Democratic Party
2021-10-13 17:07:27,2021-10-13 17:08:12,IP Address,100,45,True,2021-10-13 17:08:13,R_787JtWuZkyUSgxz,anonymous,EN,I consent to participate in this survey.,Strongly agree,Agree,Yes,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Junior,College of Natural Resources,Female,White,In state student,Green Party
2021-10-13 17:06:24,2021-10-13 17:08:31,IP Address,100,126,True,2021-10-13 17:08:31,R_1K7LBHf2QWFGpJ2,anonymous,EN,I consent to participate in this survey.,Agree,Neither agree or disagree,No,Agree,Neither agree or disagree,Disagree,Neither agree or disagree,Agree,Disagree,Senior/5th year+,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Female,White,In state student,Democratic Party
2021-10-13 17:06:11,2021-10-13 17:10:34,IP Address,100,263,True,2021-10-13 17:10:34,R_11bACi7iSeRw5Lw,anonymous,EN,I consent to participate in this survey.,Strongly agree,Agree,Yes,Agree,Neither agree or disagree,Neither agree or disagree,Strongly agree,Agree,Agree,Senior/5th year+,College of Natural Resources,Female,White,In state student,Democratic Party
2021-10-13 17:13:26,2021-10-13 17:14:59,IP Address,100,93,True,2021-10-13 17:15:00,R_2xQ2Ya7cBwc3eBl,anonymous,EN,I consent to participate in this survey.,Strongly agree,Agree,Yes,Strongly agree,Neither agree or disagree,Agree,Strongly agree,Agree,Strongly agree,Sophomore,College of Environmental Design,Female,Chicanx/Latinx,In state student,Democratic Party
2021-10-13 17:15:32,2021-10-13 17:16:56,IP Address,100,84,True,2021-10-13 17:16:56,R_28J13GYqyemJfm4,anonymous,EN,I consent to participate in this survey.,Disagree,Agree,No,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Sophomore,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Female,White,In state student,Independent
2021-10-13 17:18:43,2021-10-13 17:19:41,IP Address,100,57,True,2021-10-13 17:19:41,R_3JsW1EjesQAC5zd,anonymous,EN,I consent to participate in this survey.,Agree,Neither agree or disagree,No,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Junior,"L&S Arts & Humanities Division (e.g., Art Practice, Rhetoric, French, Music)",Female,White,In state student,Democratic Party
2021-10-13 17:18:30,2021-10-13 17:20:00,IP Address,100,90,True,2021-10-13 17:20:00,R_8GpTbY8EcAqvlkt,anonymous,EN,I consent to participate in this survey.,Strongly Disagree,Agree,Yes,Agree,Agree,Disagree,Strongly agree,Neither agree or disagree,Neither agree or disagree,Senior/5th year+,College of Engineering,Male,White,In state student,Democratic Party
2021-10-13 17:18:59,2021-10-13 17:20:16,IP Address,100,76,True,2021-10-13 17:20:16,R_1DBhtMScp9jHO2w,anonymous,EN,I consent to participate in this survey.,Neither agree or disagree,Disagree,Yes,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Junior,"L&S Math & Phys Sciences Division (e.g., Astronomy, Earth and Planetary Sciences, Mathematics, Physics, Statistics)",Female,White,In state student,Independent
2021-10-13 17:23:12,2021-10-13 17:24:21,IP Address,100,69,True,2021-10-13 17:24:22,R_09eUB5fgbdxmT4t,anonymous,EN,I consent to participate in this survey.,Strongly agree,Disagree,Yes,Agree,Agree,Agree,Disagree,Agree,Strongly agree,Senior/5th year+,College of Natural Resources,Male,Asian,In state student,Democratic Party
2021-10-13 17:21:25,2021-10-13 17:24:56,IP Address,100,211,True,2021-10-13 17:24:56,R_1DpBfVLSZwqKnkr,anonymous,EN,I consent to participate in this survey.,Strongly agree,Strongly agree,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Disagree,Junior,"L&S Administered Programs (e.g., Social welfare, Public Health, Legal Studies, Computer Science)",Male,Chicanx/Latinx,In state student,Independent
2021-10-13 17:20:27,2021-10-13 17:26:49,IP Address,100,381,True,2021-10-13 17:26:49,R_3oRqC1hnIAEjj6E,anonymous,EN,I consent to participate in this survey.,Agree,Disagree,No,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Agree,Senior/5th year+,"L&S Administered Programs (e.g., Social welfare, Public Health, Legal Studies, Computer Science)",Male,Chicanx/Latinx,In state student,Prefer not to state
2021-10-13 17:26:34,2021-10-13 17:27:29,IP Address,100,54,True,2021-10-13 17:27:29,R_3GBbLdw7CyGQyo2,anonymous,EN,I consent to participate in this survey.,Strongly agree,Strongly agree,Yes,Strongly agree,Strongly agree,Agree,Agree,Disagree,Strongly disagree,Junior,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Female,Asian,In state student,Democratic Party
2021-10-13 17:40:21,2021-10-13 17:42:39,IP Address,100,138,True,2021-10-13 17:42:40,R_3pm5B32k7kguhCF,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Agree,Neither agree or disagree,Agree,Strongly agree,Neither agree or disagree,Agree,Sophomore,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Female,White,In state student,Democratic Party
2021-10-13 17:41:44,2021-10-13 17:43:19,IP Address,100,94,True,2021-10-13 17:43:19,R_bp7YueGGxHysPDj,anonymous,EN,I consent to participate in this survey.,Strongly agree,Strongly agree,Yes,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree or disagree,Junior,"L&S Undergraduate Studies Division (e.g., American Studies, Applied Languages, Creative Writing, Data Science, Disability Studies, Interdisciplinary Studies, Media Studies)",Male,Chicanx/Latinx,In state student,Democratic Party
2021-10-13 17:45:51,2021-10-13 17:47:05,IP Address,100,73,True,2021-10-13 17:47:05,R_2zCKdRcuM5lQOmU,anonymous,EN,I consent to participate in this survey.,Neither agree or disagree,Disagree,No,Agree,Strongly agree,Neither agree or disagree,Strongly agree,Agree,Neither agree or disagree,Junior,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Male,White,Out of state student,Independent
2021-10-13 17:51:54,2021-10-13 17:52:42,IP Address,100,48,True,2021-10-13 17:52:42,R_XAtn15SOoP8Fa5X,anonymous,EN,I consent to participate in this survey.,Agree,Neither agree or disagree,No,Agree,Disagree,Disagree,Agree,Agree,Neither agree or disagree,Sophomore,L&S Undeclared/Undecided on Major,Male,Asian,Out of state student,Democratic Party
2021-10-13 17:52:58,2021-10-13 17:54:23,IP Address,100,85,True,2021-10-13 17:54:23,R_3nckAJM2gGExIYu,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Disagree,Disagree,Disagree,Strongly agree,Agree,Disagree,Sophomore,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Female,Asian,In state student,Independent
2021-10-13 17:57:50,2021-10-13 17:59:10,IP Address,100,79,True,2021-10-13 17:59:10,R_3nJCKKA56Ehd0wl,anonymous,EN,I consent to participate in this survey.,Agree,Agree,Yes,Agree,Agree,Disagree,Strongly agree,Disagree,Strongly agree,Sophomore,College of Environmental Design,Female,White,In state student,Democratic Party
2021-10-13 17:59:01,2021-10-13 18:00:19,IP Address,100,78,True,2021-10-13 18:00:19,R_026mI6SdjGlToPv,anonymous,EN,I consent to participate in this survey.,Disagree,Agree,No,Agree,Neither agree or disagree,Agree,Strongly agree,Agree,Agree,Sophomore,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Female,White,In state student,Democratic Party
2021-10-13 18:07:24,2021-10-13 18:10:30,IP Address,100,186,True,2021-10-13 18:10:31,R_2cqtbm1zRY7TWEL,anonymous,EN,I consent to participate in this survey.,Neither agree or disagree,Neither agree or disagree,No,Agree,Neither agree or disagree,Neither agree or disagree,Strongly agree,Strongly agree,Neither agree or disagree,Senior/5th year+,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Female,Chicanx/Latinx,In state student,Democratic Party
2021-10-13 18:11:15,2021-10-13 18:12:56,IP Address,100,101,True,2021-10-13 18:12:56,R_1dtYE3HHFmhuVLM,anonymous,EN,I consent to participate in this survey.,Agree,Disagree,No,Neither agree or disagree,Disagree,Disagree,Agree,Neither agree or disagree,Disagree,Senior/5th year+,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Male,Chicanx/Latinx,In state student,Democratic Party
2021-10-13 18:15:27,2021-10-13 18:17:00,IP Address,100,92,True,2021-10-13 18:17:01,R_1OrRFmoZVF531v6,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Disagree,Disagree,Neither agree or disagree,Agree,Neither agree or disagree,Disagree,Junior,"L&S Undergraduate Studies Division (e.g., American Studies, Applied Languages, Creative Writing, Data Science, Disability Studies, Interdisciplinary Studies, Media Studies)",Female,White,In state student,Democratic Party
2021-10-13 18:17:58,2021-10-13 18:19:13,IP Address,100,75,True,2021-10-13 18:19:14,R_2tF41a6ow5tqbgO,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Agree,Agree,Disagree,Agree,Agree,Disagree,Junior,L&S Undeclared/Undecided on Major,Male,White,In state student,Green Party
2021-10-13 18:22:20,2021-10-13 18:23:19,IP Address,100,58,True,2021-10-13 18:23:19,R_8ueVxmrmfayNXyN,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Agree,Neither agree or disagree,Neither agree or disagree,Strongly agree,Agree,Strongly agree,Sophomore,L&S Undeclared/Undecided on Major,Male,Chicanx/Latinx,In state student,Democratic Party
2021-10-13 18:33:36,2021-10-13 18:34:33,IP Address,100,57,True,2021-10-13 18:34:34,R_5nH1yhEWFcGDHYl,anonymous,EN,I consent to participate in this survey.,Agree,Agree,Yes,Disagree,Disagree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Sophomore,College of Natural Resources,Nonbinary,White,In state student,Independent
2021-10-13 18:38:49,2021-10-13 18:39:33,IP Address,100,43,True,2021-10-13 18:39:33,R_ROWAl3tniyB02OZ,anonymous,EN,I consent to participate in this survey.,Strongly agree,Agree,Yes,Strongly agree,Agree,Disagree,Disagree,Agree,Disagree,Senior/5th year+,Haas School of Business,Female,White,In state student,Democratic Party
2021-10-13 18:46:20,2021-10-13 18:48:17,IP Address,100,116,True,2021-10-13 18:48:17,R_2usO2YJcZBtnmMf,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Neither agree or disagree,Agree,Agree,Agree,Agree,Neither agree or disagree,Freshman,College of Engineering,Female,White,Out of state student,Undecided
2021-10-13 18:58:17,2021-10-13 18:59:01,IP Address,100,43,True,2021-10-13 18:59:01,R_1IFC7k1VMbE5egm,anonymous,EN,I consent to participate in this survey.,Neither agree or disagree,Agree,Yes,Agree,Agree,Strongly agree,Strongly agree,Neither agree or disagree,Agree,Sophomore,College of Environmental Design,Female,White,Out of state student,Democratic Party
2021-10-13 19:25:12,2021-10-13 19:26:31,IP Address,100,78,True,2021-10-13 19:26:31,R_1OjK5IhXOSzcasP,anonymous,EN,I consent to participate in this survey.,Disagree,Disagree,No,Agree,Agree,Strongly agree,Agree,Agree,Agree,Junior,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Female,Chicanx/Latinx,In state student,Undecided
2021-10-13 19:28:15,2021-10-13 19:29:26,IP Address,100,70,True,2021-10-13 19:29:26,R_22S25FdrK8BJENf,anonymous,EN,I consent to participate in this survey.,Agree,Neither agree or disagree,No,Neither agree or disagree,Neither agree or disagree,Disagree,Strongly agree,Agree,Neither agree or disagree,Senior/5th year+,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Female,White,International student,Democratic Party
2021-10-13 18:11:59,2021-10-13 19:40:23,IP Address,100,5304,True,2021-10-13 19:40:23,R_3rHgvXQEYetcuW7,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Disagree,Disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Agree,Freshman,L&S Undeclared/Undecided on Major,Female,Asian,In state student,Undecided
2021-10-13 19:46:33,2021-10-13 19:47:55,IP Address,100,81,True,2021-10-13 19:47:55,R_3dEq26TafRHmWXz,anonymous,EN,I consent to participate in this survey.,Strongly agree,Agree,No,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Neither agree or disagree,Junior,"L&S Administered Programs (e.g., Social welfare, Public Health, Legal Studies, Computer Science)",Female,White,Out of state student,Democratic Party
2021-10-13 19:47:29,2021-10-13 19:49:20,IP Address,100,110,True,2021-10-13 19:49:20,R_3MxmaCgYpIKCwwo,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Agree,Neither agree or disagree,Disagree,Strongly agree,Agree,Agree,Sophomore,L&S Undeclared/Undecided on Major,Male,White,Out of state student,Democratic Party
2021-10-13 19:54:53,2021-10-13 19:57:03,IP Address,100,129,True,2021-10-13 19:57:03,R_124msQlPHjZgeQ1,anonymous,EN,I consent to participate in this survey.,Strongly agree,Strongly agree,No,Disagree,Disagree,Disagree,Agree,Agree,Neither agree or disagree,Junior,"L&S Undergraduate Studies Division (e.g., American Studies, Applied Languages, Creative Writing, Data Science, Disability Studies, Interdisciplinary Studies, Media Studies)",Female,Chicanx/Latinx,In state student,Democratic Party
2021-10-13 19:58:18,2021-10-13 20:00:08,IP Address,100,109,True,2021-10-13 20:00:09,R_2CQcXlOAB70pWqk,anonymous,EN,I consent to participate in this survey.,Neither agree or disagree,Neither agree or disagree,No,Disagree,Neither agree or disagree,Agree,Agree,Strongly agree,Neither agree or disagree,Senior/5th year+,"L&S Math & Phys Sciences Division (e.g., Astronomy, Earth and Planetary Sciences, Mathematics, Physics, Statistics)",Nonbinary,Decline to State,In state student,Independent
2021-10-13 20:02:18,2021-10-13 20:03:36,IP Address,100,77,True,2021-10-13 20:03:36,R_2AM8QnvQfV4jPxg,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Neither agree or disagree,Disagree,Disagree,Neither agree or disagree,Agree,Agree,Junior,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Female,White,In state student,Democratic Party
2021-10-13 20:05:01,2021-10-13 20:06:20,IP Address,100,78,True,2021-10-13 20:06:20,R_3PzZeVFAd8rYto0,anonymous,EN,I consent to participate in this survey.,Strongly agree,Agree,Yes,Strongly agree,Neither agree or disagree,Agree,Strongly agree,Agree,Agree,Senior/5th year+,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Male,White,Out of state student,Independent
2021-10-13 20:07:25,2021-10-13 20:09:11,IP Address,100,105,True,2021-10-13 20:09:11,R_2v6SdasgYtFFYSj,anonymous,EN,I consent to participate in this survey.,Neither agree or disagree,Disagree,Yes,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Sophomore,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Female,White,Out of state student,Green Party
2021-10-13 20:11:06,2021-10-13 20:12:28,IP Address,100,82,True,2021-10-13 20:12:28,R_26eVnOs87LEieHA,anonymous,EN,I consent to participate in this survey.,Strongly agree,Agree,Yes,Agree,Agree,Agree,Agree,Neither agree or disagree,Agree,Sophomore,College of Chemistry,Female,White,In state student,Democratic Party
2021-10-13 20:45:53,2021-10-13 20:47:22,IP Address,100,89,True,2021-10-13 20:47:23,R_27UqajToBV3Sn0u,anonymous,EN,I consent to participate in this survey.,Agree,Disagree,No,Agree,Agree,Strongly agree,Agree,Agree,Agree,Sophomore,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Female,Native American/Alaska Native,In state student,Democratic Party
2021-10-13 20:53:58,2021-10-13 20:55:05,IP Address,100,67,True,2021-10-13 20:55:06,R_3p3TqVVxFZ9cy3B,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Agree,Neither agree or disagree,Strongly agree,Strongly agree,Neither agree or disagree,Disagree,Junior,"L&S Arts & Humanities Division (e.g., Art Practice, Rhetoric, French, Music)",Nonbinary,Decline to State,In state student,Independent
2021-10-13 20:56:53,2021-10-13 20:57:59,IP Address,100,65,True,2021-10-13 20:58:00,R_eJ3HiUDRGVrPxwR,anonymous,EN,I consent to participate in this survey.,Strongly agree,Agree,Yes,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Junior,"L&S Administered Programs (e.g., Social welfare, Public Health, Legal Studies, Computer Science)",Female,White,In state student,Democratic Party
2021-10-13 22:08:09,2021-10-13 22:09:09,IP Address,100,59,True,2021-10-13 22:09:09,R_0Txxy1ccqmuBuHn,anonymous,EN,,Agree,Agree,No,Strongly agree,Agree,Disagree,Strongly agree,Strongly agree,Agree,Senior/5th year+,"L&S Math & Phys Sciences Division (e.g., Astronomy, Earth and Planetary Sciences, Mathematics, Physics, Statistics)",Female,White,In state student,Green Party
2021-10-13 16:25:11,2021-10-13 22:31:05,IP Address,100,21953,True,2021-10-13 22:31:06,R_1cZLgWz9YyIXjdl,qr,EN,I consent to participate in this survey.,Agree,Agree,No,Neither agree or disagree,Disagree,Disagree,Agree,Neither agree or disagree,Neither agree or disagree,Senior/5th year+,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Male,White,In state student,Democratic Party
2021-10-13 23:12:27,2021-10-13 23:13:38,IP Address,100,70,True,2021-10-13 23:13:38,R_Wikjmx73GTiEYPD,anonymous,EN,I consent to participate in this survey.,Strongly agree,Agree,Yes,Agree,Neither agree or disagree,Disagree,Agree,Strongly agree,Agree,Senior/5th year+,College of Natural Resources,Male,Chicanx/Latinx,In state student,Democratic Party
2021-10-13 23:20:09,2021-10-13 23:21:32,IP Address,100,82,True,2021-10-13 23:21:32,R_bpcb9k4JLwMqQpz,anonymous,EN,I consent to participate in this survey.,Neither agree or disagree,Agree,No,Agree,Neither agree or disagree,Disagree,Strongly agree,Agree,Disagree,Senior/5th year+,"L&S Arts & Humanities Division (e.g., Art Practice, Rhetoric, French, Music)",Nonbinary,White,In state student,Green Party
2021-10-13 23:48:54,2021-10-13 23:50:01,IP Address,100,67,True,2021-10-13 23:50:01,R_RWzIdyYwSkoEMPn,anonymous,EN,I consent to participate in this survey.,Agree,Strongly agree,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Junior,College of Chemistry,Female,Chicanx/Latinx,In state student,Libertarian Party
2021-10-14 02:07:29,2021-10-14 02:07:43,IP Address,100,14,True,2021-10-14 02:07:44,R_1FhMHXHHJfOQmrH,anonymous,EN,,,,,,,,,,,,,,,,
2021-10-14 10:33:12,2021-10-14 10:34:23,IP Address,100,71,True,2021-10-14 10:34:24,R_A0TzjYn1wDMRGfL,anonymous,EN,I consent to participate in this survey.,Neither agree or disagree,Disagree,Yes,Agree,Strongly agree,Disagree,Disagree,Strongly agree,Agree,Junior,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Female,Asian,In state student,Democratic Party
2021-10-14 10:32:55,2021-10-14 10:34:34,IP Address,100,99,True,2021-10-14 10:34:35,R_Amy93Im8PkDdpMB,anonymous,EN,I consent to participate in this survey.,Neither agree or disagree,Agree,No,Agree,Strongly agree,Disagree,Strongly agree,Agree,Neither agree or disagree,Sophomore,"L&S Administered Programs (e.g., Social welfare, Public Health, Legal Studies, Computer Science)",Female,Asian,In state student,Democratic Party
2021-10-14 10:33:00,2021-10-14 10:34:42,IP Address,100,101,True,2021-10-14 10:34:42,R_af4nuB04fYH6Us9,anonymous,EN,I consent to participate in this survey.,Disagree,Disagree,No,Agree,Disagree,Agree,Agree,Agree,Neither agree or disagree,Sophomore,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Female,Asian,In state student,Democratic Party
2021-10-14 10:33:33,2021-10-14 10:36:02,IP Address,100,149,True,2021-10-14 10:36:02,R_3PohqtArkluLvuP,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Disagree,Neither agree or disagree,Junior,College of Chemistry,Male,African-American/Black,In state student,Democratic Party
2021-10-14 10:32:54,2021-10-14 10:36:37,IP Address,100,222,True,2021-10-14 10:36:37,R_VUtdO447nhajBvP,anonymous,EN,I consent to participate in this survey.,Neither agree or disagree,Disagree,No,Disagree,Neither agree or disagree,Disagree,Agree,Disagree,Disagree,Junior,"L&S Administered Programs (e.g., Social welfare, Public Health, Legal Studies, Computer Science)",Female,White,In state student,Democratic Party
2021-10-14 10:35:16,2021-10-14 10:36:47,IP Address,100,91,True,2021-10-14 10:36:47,R_2P5Rmj0ko6j9e78,qr,EN,I consent to participate in this survey.,Agree,Neither agree or disagree,No,Disagree,Strongly agree,Disagree,Strongly agree,Strongly agree,Disagree,Senior/5th year+,College of Natural Resources,Male,Chicanx/Latinx,In state student,Prefer not to state
2021-10-14 10:35:54,2021-10-14 10:36:55,IP Address,100,60,True,2021-10-14 10:36:55,R_1cUPBYa39fIEuSl,qr,EN,I consent to participate in this survey.,Agree,Agree,No,Agree,Strongly agree,Agree,Agree,Disagree,Agree,Junior,College of Engineering,Female,Asian,In state student,Democratic Party
2021-10-14 10:36:09,2021-10-14 10:37:07,IP Address,100,58,True,2021-10-14 10:37:07,R_1CJYo9PV0fhg8lM,qr,EN,I consent to participate in this survey.,Strongly agree,Strongly agree,No,Agree,Agree,Disagree,Strongly agree,Strongly agree,Neither agree or disagree,Junior,College of Natural Resources,Female,Asian,In state student,Democratic Party
2021-10-14 10:36:47,2021-10-14 10:37:27,IP Address,100,40,True,2021-10-14 10:37:27,R_2YadPBHwB1Dzbyx,qr,EN,I consent to participate in this survey.,Strongly agree,Strongly agree,Yes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Senior/5th year+,College of Chemistry,Female,White,In state student,Republican Party
2021-10-14 10:37:10,2021-10-14 10:38:28,IP Address,100,77,True,2021-10-14 10:38:28,R_AsL6XCV05G799lf,qr,EN,I consent to participate in this survey.,Agree,Agree,No,Agree,Strongly agree,Disagree,Neither agree or disagree,Neither agree or disagree,Disagree,Sophomore,College of Chemistry,Female,Asian,Out of state student,Democratic Party
2021-10-14 10:37:05,2021-10-14 10:38:37,IP Address,100,92,True,2021-10-14 10:38:38,R_2dH0Z2AMqpENO02,qr,EN,I consent to participate in this survey.,Agree,Neither agree or disagree,Yes,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Senior/5th year+,College of Natural Resources,Female,Asian,In state student,Prefer not to state
2021-10-14 10:37:39,2021-10-14 10:39:13,IP Address,100,93,True,2021-10-14 10:39:13,R_1lxCQgb1rhZdwnS,qr,EN,I consent to participate in this survey.,Agree,Neither agree or disagree,No,Agree,Neither agree or disagree,Agree,Strongly agree,Neither agree or disagree,Neither agree or disagree,Sophomore,College of Natural Resources,Female,Asian,International student,Undecided
2021-10-14 10:37:48,2021-10-14 10:39:36,IP Address,100,107,True,2021-10-14 10:39:36,R_PvqWJeq9R7Y6ibf,qr,EN,I consent to participate in this survey.,Disagree,Disagree,No,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Junior,College of Engineering,Female,White,In state student,Democratic Party
2021-10-14 10:38:40,2021-10-14 10:39:39,IP Address,100,58,True,2021-10-14 10:39:39,R_2cA9qrJ7OsLI7Ch,qr,EN,I consent to participate in this survey.,Agree,Agree,No,Neither agree or disagree,Disagree,Neither agree or disagree,Agree,Agree,Agree,Junior,College of Chemistry,Female,Chicanx/Latinx,In state student,Democratic Party
2021-10-14 10:38:25,2021-10-14 10:40:06,IP Address,100,101,True,2021-10-14 10:40:07,R_1d77MwU5UBEw7q8,qr,EN,I consent to participate in this survey.,Neither agree or disagree,Agree,No,Agree,Agree,Neither agree or disagree,Agree,Strongly disagree,Disagree,Sophomore,College of Natural Resources,Female,White,In state student,Republican Party
2021-10-14 10:40:00,2021-10-14 10:41:25,IP Address,100,85,True,2021-10-14 10:41:25,R_2qvC0awyseRvUYH,qr,EN,I consent to participate in this survey.,Agree,Agree,Yes,Agree,Agree,Neither agree or disagree,Agree,Agree,Agree,Junior,College of Chemistry,Male,Chicanx/Latinx,In state student,Undecided
